"valoreEuro","totTrans","codiceCorrispondenteAcq","codiceEsercenteAccettazione","insegnaPuntoVendita","idCarta","mese","anno"
"39.99","1","466259","75165888100014","PAYPLUG.COM","2CAB4204B130C3600F160627F6E28476","03","2019"
"167.05","1","00000013239","75165888100014","PAYPLUG","9B8942383E0589DFDA80119B52CB2815","03","2019"
"50.16","1","466259","75165888100014","PAYPLUG.COM","FF2DC122680C522F306D984A18242EF6","02","2019"
"181.55","2","466259","75165888100014","PAYPLUG.COM","692BAC1376C5D51F2193EF74A672FA0D","01","2019"
"126.88","1","00000013239","75165888100014","PAYPLUG","80278AB810990ADB156C2CA1171E9389","03","2019"
"50.0","1","466259","75165888100014","PAYPLUG.COM","C58EE07CDFE51E760CEDF85280098B1C","03","2019"
"22.28","1","497400","75165888100014","PAYPLUG         4405771","35FB667A95E83C209D44C5C758BE37BA","01","2019"
"67.81","2","466259","75165888100014","PAYPLUG.COM","5985F860742C049131069D079619EFB8","03","2019"
"135.2","1","466259","75165888100014","PAYPLUG.COM","9AF30B4CEF1934AD6F3ACB28671135EF","03","2019"
"14.89","1","466259","75165888100014","PAYPLUG.COM","7F204B4CCA67130FD4BB551B9435ACED","02","2019"
"27.5","1","466259","75165888100014","PAYPLUG.COM","5FFEEFCFAA7654E8DED0F871D3D02F96","03","2019"
"57.73","1","466259","75165888100014","PAYPLUG.COM","4DE2E2905DA21531FEB899C06FCC5BA9","01","2019"
"58.05","1","466259","75165888100014","PAYPLUG.COM","0979B8889CF947BDCF56CC91FE98AD64","03","2019"
"149.8","1","466259","75165888100014","PAYPLUG.COM","899932B63E26D5926528139EE8214AB8","01","2019"
"48.89","1","00000012916","75165888100014","PAYPLUG.COM","E381E65A39A80AFE65AA59B562DFDBB0","03","2019"
"184.5","1","466259","75165888100014","PAYPLUG.COM","22B01AEE0861688F9C23A18BAB955724","03","2019"
"67.5","1","00000012916","75165888100014","PAYPLUG.COM","1036AA25FFB2571A251CBAF9E0559D61","02","2019"
"171.9","1","497400","75165888100014","PAYPLUG         4405771","734EA36B915B371F11D5CAB7D5B7E165","02","2019"
"59.47","1","00000012916","75165888100014","PAYPLUG.COM","6B409981696E7355E2A81EF3A5D62729","03","2019"
"36.7","1","466259","75165888100014","PAYPLUG.COM","ABE95411FAECFE9D5CCBE9171CDC2E70","03","2019"
"307.0","1","466259","75165888100014","PAYPLUG.COM","A1F8AE43130CA156E59D07CCF4EF4CAF","03","2019"
"777.75","1","00000012916","75165888100014","PAYPLUG.COM","0A5E3CB57EF128C647672EC8853F8BC7","02","2019"
"104.01","1","466259","75165888100014","PAYPLUG.COM","6D6B1064A6E1C8DEDE3AA7CE8DED022F","02","2019"
"55.2","2","466259","75165888100014","PAYPLUG.COM","28DCBDA47467FA67023FCBE679AE5F66","02","2019"
"101.9","2","00000012916","75165888100014","PAYPLUG.COM","22BA0DEEF91CD0990BBDE48FE409F365","01","2019"
"186.8","2","466259","75165888100014","PAYPLUG.COM","5C81F7869185D6A9183163E06751D6F9","02","2019"
"127.48","1","497400","75165888100014","PAYPLUG         4405771","9D90C5BE10AD4A65F4624D98B6D5BE76","01","2019"
"30.0","1","466259","75165888100014","PAYPLUG.COM","A041B4BC95DB3A0B775B24EDC23E8A0B","03","2019"
"84.74","1","00000012916","75165888100014","PAYPLUG.COM","12034B10041440BE83E19F30FC34FA4D","02","2019"
"49.870000000000005","2","466259","75165888100014","PAYPLUG.COM","71F0667B0A30FF98E03610CF9DC6B8FE","02","2019"
"78.0","1","466259","75165888100014","PAYPLUG.COM","0C5E3D2459F921D46CE20577120E9A3F","01","2019"
"132.7","1","00000012916","75165888100014","PAYPLUG.COM","33FFD6B45FA64CE6B5042843F7737D3F","02","2019"
"319.96","1","00000012916","75165888100014","PAYPLUG.COM","231EE2F15A24E2CA92810C0A63CE8EC8","02","2019"
"95.0","1","00000013239","75165888100014","PAYPLUG","69BF33A6E9F2BA2498CB798461FC0263","01","2019"
"68.05","1","466259","75165888100014","CIAMANIMALI","AB763DDCCFE32F4A9C5DED945AFAB4D9","03","2019"
"367.0","1","466259","75165888100014","DEGHI SHOP","341B1EF38C4E87490749AD5D00791EE3","03","2019"
"268.0","1","00000012916","75165888100014","DEGHI SHOP","D2B9D82982112CDD5B4F1716EBE8FE2D","03","2019"
"28.0","1","466259","75165888100014","PAYPLUG.COM","34C268B42DA9A4F944CBBB673F6A8549","03","2019"
"32.5","1","00000012916","75165888100014","PAYPLUG.COM","7E447DE9D1C229364961D0E7DB40420D","02","2019"
"107.2","1","497400","75165888100014","PAYPLUG         4405771","BCF7AB1F6F1641C304CC73ABA2FBB93C","01","2019"
"49.29","1","466259","75165888100014","GEDSHOP.IT","959F42E815D0D981E2FC4AE28E3F62FA","03","2019"
"18.99","1","466259","75165888100014","PAYPLUG.COM","C56853214EA7341D7169FA7A92935C1B","03","2019"
"115.85","1","466259","75165888100014","PAYPLUG.COM","FB21A36879731EF946E1F5255E27F9B7","03","2019"
"326.0","1","466259","75165888100014","PAYPLUG.COM","FE8038B32A33D4DAFFE096566F2BFFB1","03","2019"
"91.7","1","466259","75165888100014","PAYPLUG.COM","4C9B4CF866EB4E27CEF8F651C610D027","03","2019"
"590.0","1","00000013239","75165888100014","PAYPLUG","83B018BD04B5988FD8F3C1F23285DF56","03","2019"
"55.47","2","00000012916","75165888100014","PAYPLUG.COM","946F99358B2BD4CD3EEC9074AD9F218F","03","2019"
"13.65","1","466259","75165888100014","PAYPLUG.COM","B05EB8B63746C3C036635CF62A7FB894","01","2019"
"25.0","1","497400","75165888100014","PAYPLUG         4405771","BF1C7676357E4E7F5DCDA7CB820EEAA0","02","2019"
"249.0","1","00000012916","75165888100014","PAYPLUG.COM","0B906B46EB9E16E8B73B1D128CC99B3B","01","2019"
"277.92","1","00000012916","75165888100014","GEDSHOP.IT","4E09BC9D3AF99F4CA206061544754F10","03","2019"
"45.2","1","466259","75165888100014","PAYPLUG.COM","3F190B3943DB11C47E96AF4877EF9389","03","2019"
"41.6","1","466259","75165888100014","PAYPLUG.COM","B2D172D882E2B2024EE242428CA1F6C2","03","2019"
"78.99000000000001","3","00000012916","75165888100014","PAYPLUG.COM","A9298CDA08B5775DAC386CC4E87417AE","02","2019"
"62.61","1","00000012916","75165888100014","PAYPLUG.COM","122BF57664FEA442D25B33D334825D03","03","2019"
"855.46","1","466259","75165888100014","PAYPLUG.COM","770BE3BDC5180CDBDBF07623CF073A97","02","2019"
"97.1","1","00000012916","75165888100014","PAYPLUG.COM","B6B7C44B3CC0FC137202799F9E1F6160","02","2019"
"25.4","1","00000012916","75165888100014","PAYPLUG.COM","CFC9D11CAF696A315CB83B6917AD87CC","03","2019"
"54.0","1","466259","75165888100014","PAYPLUG.COM","AB0B5A979CB4208F6E24A04CBDFA70F7","02","2019"
"50.0","1","466259","75165888100014","PAYPLUG.COM","5E03CAE2929599C86D59DA434C6CB489","02","2019"
"41.17","1","466259","75165888100014","PAYPLUG.COM","A886540072369990C760E2954275E218","01","2019"
"76.2","2","466259","75165888100014","PAYPLUG.COM","EE856189ECFF2EB1B58462E19E2DE06E","03","2019"
"154.0","1","466259","75165888100014","PAYPLUG.COM","D0C811AC2871FC6F0BB1FC024DABBEDD","03","2019"
"255.59","1","00000012916","75165888100014","PAYPLUG.COM","EC3DC983C2A63BE07438D2253226A7A7","03","2019"
"0.0","2","00000012916","75165888100014","PAYPLUG.COM","EFEC26667552C57FE76A41E1F485478C","03","2019"
"24.84","1","00000012916","75165888100014","PAYPLUG.COM","033594057E3E7194F332B4DCD63E3F8D","02","2019"
"62.5","1","466259","75165888100014","PAYPLUG.COM","32FA5612BAFA20CE702CE3DBB8765B05","02","2019"
"105.0","1","466259","75165888100014","PAYPLUG.COM","D9228DC0362F37364B7F00CB04535073","02","2019"
"152.23","1","466259","75165888100014","PAYPLUG.COM","97C8DCE20C1FD59D5A5B5AC6FA4CAA1A","03","2019"
"25.0","1","466259","75165888100014","PAYPLUG.COM","0DAEA2EF36C4C10BF6F57ED6AA4A7A4F","03","2019"
"59.84","2","466259","75165888100014","PAYPLUG.COM","DC6DDE9561195E5C656AECE7DC09C697","03","2019"
"120.0","1","466259","75165888100014","PAYPLUG.COM","8DA360F1583652332C45B6D5F44C4A3D","03","2019"
"131.0","1","497400","75165888100014","PAYPLUG         4405771","346B001245CB41F3DB3D7E2C7DB42F76","02","2019"
"25.0","1","466259","75165888100014","PAYPLUG.COM","DAAD514B8ED7B10853EDBB1D4DA3BB31","03","2019"
"0.0","2","00000012916","75165888100014","PAYPLUG.COM","5ACF6A0AE11CEB4562BA09C1007D19EB","01","2019"
"46.06","1","466259","75165888100014","PAYPLUG.COM","3C928B94346CC1BBA4DE7651EB12888A","03","2019"
"19.98","1","466259","75165888100014","PAYPLUG.COM","9E208C41394E4EF8944565B422E61A0F","01","2019"
"109.0","1","466259","75165888100014","PAYPLUG.COM","CE0ADE431B579C6A28B39560F394BA43","03","2019"
"63.6","1","466259","75165888100014","PACO PET SHOP","BA145616E6B9C790A253EE8731C29844","03","2019"
"119.95","1","466259","75165888100014","ProduceShop","1C8DFCCB2F8F980F9C435018BEECE768","03","2019"
"43.53","1","00000012916","75165888100014","PUNTO RIGENERA","9B77EC637F0639004A38FCB3CDE9DCAF","03","2019"
"13.65","1","466259","75165888100014","PUNTO RIGENERA","56E91810D087B31B796AE1180C96763D","01","2019"
"66.65","1","466259","75165888100014","PUNTO RIGENERA","7F4FA0CD7D63429250147A278CA734AB","02","2019"
"70.67","2","466259","75165888100014","PUNTO RIGENERA","CF7AEA8DAC2D0AD013DF4BB788AAA061","01","2019"
"53.06","1","466259","75165888100014","PAYPLUG.COM","354A36DECC0B777129E8866041E60A17","02","2019"
"31.35","1","466259","75165888100014","PAYPLUG.COM","95A0210A8A689A4B5ED24EB717B86BE1","01","2019"
"72.9","1","466259","75165888100014","PAYPLUG.COM","E73B917FFEBCA6677B79FBBF6B7914C2","03","2019"
"107.2","1","00000012916","75165888100014","PAYPLUG.COM","F1C580F20B13033423DB6A756D221A16","01","2019"
"71.45","1","497400","75165888100014","PAYPLUG         4405771","AAB0AFFC700444D3A4AA512705924A00","02","2019"
"109.8","1","00000013239","75165888100014","PAYPLUG","135484409C9ECABB49E44FE3B58C448A","01","2019"
"104.8","1","00000013239","75165888100014","PAYPLUG","26774700A89C12759995BAA4E2A5C09A","01","2019"
"167.41","1","466259","75165888100014","PAYPLUG.COM","5A6E9E340C0AEA9F97B0584C61CA5B1C","01","2019"
"61.0","1","497400","75165888100014","PAYPLUG         4405771","60B2CBF6C35121E32BF892F13E965687","02","2019"
"51.4","1","497400","75165888100014","PAYPLUG         4405771","4E35C6E4686194E8577D7E4CB659F1D4","01","2019"
"11.86","1","466259","75165888100014","PAYPLUG.COM","49A17DC6BF9F2B02037EAD3192D84708","03","2019"
"130.0","1","466259","75165888100014","PAYPLUG.COM","E4ED641109A9621FCFD581B146260CF0","02","2019"
"33.7","1","466259","75165888100014","PAYPLUG.COM","A207EBC86627374BB1AE34F6838962FD","03","2019"
"83.27","1","466259","75165888100014","PAYPLUG.COM","6520D89F32DBE5BE00C0F1BC06C913E6","03","2019"
"116.34","1","00000012916","75165888100014","PAYPLUG.COM","8C798FDBECA34B37EE499A8A49E7E93A","01","2019"
"36.13","1","00000012916","75165888100014","PAYPLUG.COM","4AABE037F1A0F405776C813B8F07F20A","02","2019"
"90.6","1","497400","75165888100014","PAYPLUG         4405771","07E207F991C88B2F2030D2E30C723A5B","01","2019"
"143.1","1","466259","75165888100014","PAYPLUG.COM","E26A1728BFA507C9D8C22FD1A80BF84A","02","2019"
"183.83","1","00000012916","75165888100014","GEDSHOP.IT","8DB9684CF12B0EE267C811E02C28EFC0","03","2019"
"42.83","1","466259","75165888100014","PAYPLUG.COM","6DFD0ECDD1610F3066608CACD7918D2C","03","2019"
"53.71","1","466259","75165888100014","PAYPLUG.COM","31A6831E012B6FE184E5301D2E1D61D4","03","2019"
"228.96","2","466259","75165888100014","PAYPLUG.COM","6D636FD20A4601326B0A2D8B4D0E1062","02","2019"
"129.7","1","466259","75165888100014","PAYPLUG.COM","5393F8772B4BB9C4A7734CC72F632305","01","2019"
"107.97","1","466259","75165888100014","PAYPLUG.COM","2DF4CE500F4526740E1E0DC434422E91","02","2019"
"376.0","1","466259","75165888100014","PAYPLUG.COM","B57AB2D74A2D9118DDF9566327CA2142","03","2019"
"78.0","1","00000012916","75165888100014","PAYPLUG.COM","E4A7FABDCE0F65B4A4140B9B612B7E94","03","2019"
"34.4","1","466259","75165888100014","PAYPLUG.COM","CE22B995F0A1A2D37CBF8841C37A55AB","01","2019"
"0.0","2","497400","75165888100014","PAYPLUG         4405771","266A24822CF2B17A68B6DD503117CEE9","01","2019"
"61.6","1","466259","75165888100014","PAYPLUG.COM","D4BB0A0B82561A46C3CF1D901DBB6406","02","2019"
"28.69","1","466259","75165888100014","PAYPLUG.COM","23D1FED8424E873A0F40620EFA339667","01","2019"
"50.0","1","466259","75165888100014","PAYPLUG.COM","884072CBB98720BAC708ADC220C0D3EC","03","2019"
"150.0","1","00000013239","75165888100014","PAYPLUG","9F3325F8ABAA85B1C0C4425E7168F4E7","01","2019"
"156.5","1","466259","75165888100014","PAYPLUG.COM","28FAAA9C1F537DB913A746CD7281B8BF","02","2019"
"19.98","1","466259","75165888100014","PAYPLUG.COM","9D759111A2F2E1D77DEE1D22A8C72797","01","2019"
"138.4","1","466259","75165888100014","PAYPLUG.COM","E0DF23E67AF543FC4874FB97AD55A40A","02","2019"
"24.5","1","497400","75165888100014","PAYPLUG         4405771","E20E05384BCBFC89D1397F85B4FB555A","01","2019"
"19.76","1","466259","75165888100014","PAYPLUG.COM","5513D6FCE32A148F03C9E8B35A2820EA","01","2019"
"35.4","1","00000012916","75165888100014","PAYPLUG.COM","65CEC9C340710D6CCCF14654FE89C897","03","2019"
"70.0","1","466259","75165888100014","PAYPLUG.COM","A7690D85CD7396468BE7F3F60A317BCE","03","2019"
"158.6","1","466259","75165888100014","PAYPLUG.COM","167F81AD1421587C0F04835DAA72971A","03","2019"
"542.46","1","497400","75165888100014","PAYPLUG         4405771","2A4BA5C6C043F29EBAF51B73DB3C61BB","01","2019"
"348.8","1","00000012916","75165888100014","PAYPLUG.COM","C2521B9FF295DF77F73479797C59DBA5","03","2019"
"119.0","1","466259","75165888100014","PAYPLUG.COM","9F0741C11FE65311895EB47DE4C76982","03","2019"
"26.0","1","00000012916","75165888100014","PAYPLUG.COM","8430CCB8ACBD17ED6F26A81DAD8B46EE","02","2019"
"3.9","1","466259","75165888100014","PAYPLUG.COM","0BA516EB8909C75F106EC43B33CB592E","02","2019"
"54.99","1","466259","75165888100014","PAYPLUG.COM","DFC235B6E78CFFBFDF937851CDDCB61F","02","2019"
"109.8","1","466259","75165888100014","PAYPLUG.COM","881DD62433213AD3E88EF25E0F47667A","03","2019"
"100.5","1","00000012916","75165888100014","PAYPLUG.COM","CE96469012EB020083454EBE3C0B44F8","01","2019"
"93.92","1","466259","75165888100014","CIAMANIMALI","17198D40A83A73C48A45A04377C4AA8A","03","2019"
"16.97","1","466259","75165888100014","BPM POWER.COM","5D6D057114889412A2E3140798515E4F","03","2019"
"124.8","1","466259","75165888100014","ProduceShop","BE6302E95362D504FD40B92DCF10F6B6","03","2019"
"-27.82","1","466259","75165888100014","BPM POWER.COM","C570A1FEF9BA33B0CFA245CA562F5D91","01","2019"
"25.27","1","00000012916","75165888100014","RICAMBI TELEFON","DCB68A2CB2BC3591D53CE74819AABF8B","03","2019"
"34.01","1","466259","75165888100014","PUNTO RIGENERA","B63AD8B4FE318C68760720B6E4F2C399","03","2019"
"9.75","1","466259","75165888100014","PUNTO RIGENERA","0694163F199614B1642AF8DDFA466DDF","01","2019"
"234.7","4","466259","75165888100014","PUNTO RIGENERA","8AFD95A18DC6A4CA09141C458F988F71","02","2019"
"35.51","1","466259","75165888100014","PUNTO RIGENERA","AD3DE5702A2DD13EB0E74ED92027A436","02","2019"
"25.0","1","466259","75165888100014","PAYPLUG.COM","470412D37E1249332003D7E3F874636B","03","2019"
"235.60999999999999","2","466259","75165888100014","PAYPLUG.COM","8A54337A26FD8B3ED796FE9F6D120AD2","03","2019"
"12.69","1","466259","75165888100014","PAYPLUG.COM","8B09702A3FD2C3E0D524F4165F9F16AF","03","2019"
"25.68","1","466259","75165888100014","PAYPLUG.COM","30AA346D4F92DC66181083E80EA35818","02","2019"
"77.0","1","466259","75165888100014","PAYPLUG.COM","0A3C73745A338540CAA2B330F77FC5C5","02","2019"
"56.24","1","466259","75165888100014","PAYPLUG.COM","DEF7573AD5FC0D9E82BF3FEA588D75C3","03","2019"
"109.5","1","466259","75165888100014","PAYPLUG.COM","DD4432CA7DB0E3449251223A1FEB1B8A","03","2019"
"52.73","1","00000012916","75165888100014","PAYPLUG.COM","E344EB6473BE7D4C1C7820AE1244E3EB","03","2019"
"61.0","1","466259","75165888100014","PAYPLUG.COM","5246E48BDA0E059D7589C487787742FB","01","2019"
"25.0","1","00000012916","75165888100014","PAYPLUG.COM","5CC777B8255C30A847D2C9A697E5EADE","02","2019"
"42.4","1","00000012916","75165888100014","PAYPLUG.COM","D39283364665EFEBAA7A1A896E07E553","03","2019"
"58.0","1","466259","75165888100014","PAYPLUG.COM","1625A3B7CCE2D1DF4A6E109FE66F75FB","03","2019"
"20.8","1","466259","75165888100014","PAYPLUG.COM","028E026D4800EA804490B15A1346861F","01","2019"
"39.0","1","00000012916","75165888100014","PAYPLUG.COM","E961C360A5F6A09A43446ADA5BA71615","02","2019"
"43.43","1","466259","75165888100014","PAYPLUG.COM","95BE377C668A63DDBC9F9DFA8E4F3ACE","02","2019"
"54.5","2","00000012916","75165888100014","PAYPLUG.COM","44CA2682C2C46A8C4C0A34AEE9D4BE95","03","2019"
"70.0","1","466259","75165888100014","PAYPLUG.COM","CF56E94063A1529B41BCA9F9C5819DA9","03","2019"
"103.4","1","00000012916","75165888100014","PAYPLUG.COM","7B6155E8AC65B4B0ECA59A296307B824","01","2019"
"253.9","1","00000013239","75165888100014","PAYPLUG","A79C1E70B6C88B957FAD961C2FC290EF","01","2019"
"22.47","1","466259","75165888100014","PAYPLUG.COM","6FD57CC0425444836EA1907C59D51964","02","2019"
"63.15","1","00000012916","75165888100014","PAYPLUG.COM","8B00A8F4198AFF66C3D59A03AF7D279D","02","2019"
"85.75","1","00000013239","75165888100014","PAYPLUG","6ECD31C3B479B04BD3E2ECE4FD26A988","02","2019"
"109.8","1","00000012916","75165888100014","PAYPLUG.COM","B695E42348A9B5C7986ACF231D87A882","02","2019"
"0.0","2","466259","75165888100014","PAYPLUG.COM","4C6AE57B12DFD3C60527C05F9EBAF4F2","01","2019"
"14.38","1","466259","75165888100014","PAYPLUG.COM","DB57B876B1C0A058409F7A9059E4D58D","01","2019"
"54.57","1","466259","75165888100014","PAYPLUG.COM","EDF2831B47A37674C4E858BC89792E5C","03","2019"
"56.71","2","00000012916","75165888100014","PAYPLUG.COM","A5776AEC16E29D382E24677878AF4CD6","03","2019"
"57.18","1","466259","75165888100014","PAYPLUG.COM","1ED87D39E2E098D00B3B117C583EAB89","03","2019"
"53.8","1","466259","75165888100014","PAYPLUG.COM","07C751B829B2020B767CEC2F41ED9585","01","2019"
"30.1","1","466259","75165888100014","PAYPLUG.COM","4D527E27E6A6634D05860F8DF2CD7DDA","03","2019"
"89.73","1","466259","75165888100014","PAYPLUG.COM","8AB3D02278B158BD857B3982544E7AA5","01","2019"
"59.06","1","466259","75165888100014","PAYPLUG.COM","DED3CD632DFFF1CA3634BB5E764AD5C6","02","2019"
"18.400000000000002","2","00000012916","75165888100014","PAYPLUG.COM","A1D1AA55A83E48F6C45B8116E67FE782","02","2019"
"3.9","1","466259","75165888100014","PAYPLUG.COM","BAD917E773A9404D5398FDD2DC6F10DA","03","2019"
"0.0","2","466259","75165888100014","PAYPLUG.COM","BDBC0A8FCD74203CA385F31DA2E8BD11","02","2019"
"20.1","1","466259","75165888100014","PAYPLUG.COM","1B980614925751F698A82DCE339BB280","03","2019"
"24.8","1","466259","75165888100014","PAYPLUG.COM","EE8AC3B919C271CBF9BD0FB7AF8F7029","02","2019"
"25.0","1","466259","75165888100014","PAYPLUG.COM","DD5337C7B648482DAE464EFCFEAAB8CD","03","2019"
"84.1","1","466259","75165888100014","PAYPLUG.COM","66195A3F5289789C04B6F8D43FF72495","03","2019"
"413.25","1","466259","75165888100014","PAYPLUG.COM","3A2790223ADDBF861F81B2EDF85B9DA4","03","2019"
"25.0","1","497400","75165888100014","PAYPLUG         4405771","CDE54415709556A67764F5B39ABCD2D9","02","2019"
"9.5","1","00000012916","75165888100014","PAYPLUG.COM","A095FA571D5D4DD8D7F20DDE9297A971","01","2019"
"192.98","1","00000013239","75165888100014","PAYPLUG","2D197768F30DC2A1BA12F3C06FE7C0BB","02","2019"
"51.52","1","466259","75165888100014","PAYPLUG.COM","EAD1D8F7E07858F01806CB73A3B23EED","01","2019"
"16.85","1","466259","75165888100014","PAYPLUG.COM","604C23DC5054CC0D4870FBE99909B1F7","02","2019"
"0.0","2","00000012916","75165888100014","PACO PET SHOP","661836A65BB160FE56D29289EEAF2FF6","03","2019"
"72.5","1","466259","75165888100014","WDRACING EU","2CFFBEAC2F0D968C53DEB78456DDE8C9","03","2019"
"21.06","1","00000012916","75165888100014","CIAMANIMALI","B694D22EDFA5E1B0C917AA93B1531310","03","2019"
"69.95","1","466259","75165888100014","ProduceShop","F11F47DE9A9EEA1D16FE4E6C687C276A","03","2019"
"1304.24","1","00000012916","75165888100014","DEGHI SHOP","780F1ADFEE64958D79AB0E1C0A96589C","03","2019"
"147.26999999999998","2","466259","75165888100014","PUNTO RIGENERA","3F2B8559F5EB6FA7A26529893B335C40","01","2019"
"34.45","1","466259","75165888100014","PUNTO RIGENERA","09190C51B9BC64CFD3AF98795EDC3D09","03","2019"
"104.58","1","466259","75165888100014","PUNTO RIGENERA","07B0FA114BE45DD4E6A2212992E76CA7","02","2019"
"21.32","1","466259","75165888100014","PUNTO RIGENERA","18CD73C11177E5592FE4CB2CA43E6A97","02","2019"
"87.67","1","466259","75165888100014","PAYPLUG.COM","FD76FCFE3D26C6157B6CDA545A0C96E3","03","2019"
"28.47","1","00000012916","75165888100014","PAYPLUG.COM","A256DEC09A9BA5837871D838304F890A","02","2019"
"64.99","1","466259","75165888100014","PAYPLUG.COM","E622C5504433AF134A5CE7DE93473FBC","03","2019"
"50.0","1","466259","75165888100014","PAYPLUG.COM","7429E4FB6E33CBFC98EA080712AE6EA4","03","2019"
"135.48","1","466259","75165888100014","PAYPLUG.COM","207BA9235C58507435A715AF994146F4","03","2019"
"12.88","1","466259","75165888100014","PAYPLUG.COM","DB35EF6D783C04C12DEE593385725B7C","01","2019"
"109.5","1","466259","75165888100014","PAYPLUG.COM","3F99720E7F6AAAB0C2BE764F101CA640","02","2019"
"98.21","1","497400","75165888100014","PAYPLUG         4405771","4A1309293811D3BD877FA256680386FD","01","2019"
"48.82","1","466259","75165888100014","PAYPLUG.COM","F4546D15A3ABD2D4F255618D419FC042","03","2019"
"49.97","1","497400","75165888100014","PAYPLUG         4405771","5F5435F92A162CEAFAF63CC9181E85C7","02","2019"
"14.0","1","466259","75165888100014","PAYPLUG.COM","B75FB3BEC52B1D7FA9D41AC4E9E64B2F","03","2019"
"185.37","1","00000012916","75165888100014","PAYPLUG.COM","E55E7C24E425F1BAE907BF1B9CF13D46","02","2019"
"422.39","1","00000012916","75165888100014","Pubblicarrello","4F669A7E83D9C5BE8006F9D393F24A4F","03","2019"
"18.9","1","00000012916","75165888100014","PAYPLUG.COM           23 25 RUE JEAN JACQUES ROUSSEA                  PARIS        75001     FRAFRA","34CBC58B53C2207DDECCD4AE1A58F1FF","02","2019"
"60.0","1","466259","75165888100014","PAYPLUG.COM","881BBB3941E76D464D327B6C7E3CC7EF","03","2019"
"181.82","1","497400","75165888100014","PAYPLUG         4405771","DF93D31E3152AB16A6783DA5B3470BDE","01","2019"
"50.46","1","00000012916","75165888100014","PAYPLUG.COM","67B2E480A7BB1E4676A630A191A4C301","01","2019"
"35.67","1","466259","75165888100014","PAYPLUG.COM","DCE51E634B4712AF02F6AD08C824B3C1","01","2019"
"278.68","1","466259","75165888100014","PAYPLUG.COM","5D0B3757A870F8096D03E6A73D331B53","03","2019"
"71.5","1","466259","75165888100014","PAYPLUG.COM","8B6561E8A8723B069572C86B827DC211","03","2019"
"12.56","1","00000012916","75165888100014","PAYPLUG.COM","0D91FE4EE71031712882C6CA071884C8","02","2019"
"125.0","1","466259","75165888100014","PAYPLUG.COM","266510BA895E010F29C06924417EB989","02","2019"
"162.59","1","00000012916","75165888100014","PAYPLUG.COM","0BAF7C8246C48BEFD50FF2581F5EDADF","02","2019"
"99.9","1","466259","75165888100014","PAYPLUG.COM","B5F7133DDEB49FA2FE203FB3DCAEF16D","03","2019"
"59.69","1","497400","75165888100014","PAYPLUG         4405771","7087D2FB5678152DC3D972578B5C9E0A","01","2019"
"100.51","1","466259","75165888100014","PAYPLUG.COM","9D7B4DF2BD79C9F6861328CE0513F491","02","2019"
"95.8","1","00000013239","75165888100014","PAYPLUG","569B4F016A5EAE0BB35CD400A777FC3F","01","2019"
"13.79","1","466259","75165888100014","PAYPLUG.COM","52B3637B6CE929E328C8381B6B0A8E99","01","2019"
"69.9","1","466259","75165888100014","PAYPLUG.COM","8042FE0D2D698605A9AFD78F760BAFDE","02","2019"
"46.2","1","00000012916","75165888100014","PAYPLUG.COM","04DC85C831DB7CB18E782FDD8EA0F0EA","02","2019"
"125.0","1","466259","75165888100014","PAYPLUG.COM","B2821D190ADEB348735FAFBD7CC8DF8B","02","2019"
"15.5","1","00000012916","75165888100014","PAYPLUG.COM","FB205B4F738AE36430866B22A852008B","03","2019"
"78.93","1","00000012916","75165888100014","PAYPLUG.COM","677EABD0E9EE81BDDD53E735862941EB","01","2019"
"56.9","1","466259","75165888100014","PAYPLUG.COM","1FDA227E7CDE3A51420E77C8CC4A4E79","01","2019"
"55.5","1","466259","75165888100014","PAYPLUG.COM","E8D0EA24D2A7B693F4EAA22F9B5745F4","01","2019"
"203.2","1","497400","75165888100014","PAYPLUG         4405771","42094B584F413EBC9760894F9F6386EC","01","2019"
"39.3","1","00000012916","75165888100014","PAYPLUG.COM           23 25 RUE JEAN JACQUES ROUSSEA                  PARIS        75001     FRAFRA","5C5D33FDB17F74FA069AE61714844E61","03","2019"
"46.0","1","466259","75165888100014","PAYPLUG.COM","A59ED6BF0103CC8E46C3B171ECF16838","03","2019"
"15.49","1","00000012916","75165888100014","PAYPLUG.COM","5E127893D7BF031E99B277CADAA2964F","03","2019"
"123.44","1","466259","75165888100014","PAYPLUG.COM","D044FB99E928813726CEA1D2EC85B3C3","03","2019"
"89.62","1","00000012916","75165888100014","PAYPLUG.COM","6E096F48A7E78EFCBAA1E1F8241AEE5C","02","2019"
"70.81","1","497400","75165888100014","PAYPLUG         4405771","B1D30138D1CDD8BF02511C3CC5D7EB22","01","2019"
"20.5","1","466259","75165888100014","PAYPLUG.COM","DD26E3DE813ABD6961B3BA25C00BEBA5","03","2019"
"34.3","1","466259","75165888100014","PAYPLUG.COM","16ABBC84A7D025BB76C0E371A9F3C46B","02","2019"
"39.9","1","466259","75165888100014","PAYPLUG.COM","940C025AC1ABEE0DC24A407C5D657FF5","01","2019"
"179.0","1","466259","75165888100014","PAYPLUG.COM","CBBD7F646A46966B83E3B7C92C9FEC5A","03","2019"
"187.2","1","466259","75165888100014","PAYPLUG.COM","7C7E83B0CCFAF1161476B18BDD3E468C","03","2019"
"322.81","1","466259","75165888100014","PAYPLUG.COM","47E4002E3301A19AA2879C04C810C171","03","2019"
